dataset,space,optimizer,reference_seed,reference_trial_number,reference_model,reference_val_auc,reference_test_auc,params_json,source_file,n_completed_trials_in_pool,reference_pool
adult,S3,tpe,3,81,xgb,0.9182095136104778,0.9142211178908841,"{""model"": ""xgb"", ""xgb_colsample_bytree"": 0.5526081434195371, ""xgb_learning_rate"": 0.11795596906437197, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 450, ""xgb_reg_lambda"": 1.4736850722720758, ""xgb_subsample"": 0.7394947399574595}",adult_batch2\trials\adult__S3__tpe__seed3__trials.csv,2000,random+tpe
adult,S4,tpe,8,43,xgb,0.9182327450957516,0.9148480097985697,"{""model"": ""xgb"", ""xgb_colsample_bytree"": 0.7400114790639043, ""xgb_learning_rate"": 0.10946007503711992, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 450, ""xgb_reg_lambda"": 0.41585554429671867, ""xgb_subsample"": 0.8909251691672836}",adult_batch4\trials\adult__S4__tpe__seed8__trials.csv,2000,random+tpe
credit,S3,random,8,77,rf,0.7991534391534392,0.7775661375661377,"{""model"": ""rf"", ""rf_max_depth"": 16, ""rf_max_features"": ""sqrt"", ""rf_min_samples_split"": 3, ""rf_n_estimators"": 100}",credit_10seed\trials\credit__S3__random__seed8__trials.csv,2000,random+tpe
credit,S4,tpe,2,35,rf,0.7974603174603174,0.7779894179894179,"{""model"": ""rf"", ""rf_max_depth"": 10, ""rf_max_features"": ""sqrt"", ""rf_min_samples_split"": 5, ""rf_n_estimators"": 400}",credit_10seed\trials\credit__S4__tpe__seed2__trials.csv,2000,random+tpe
magic,S3,tpe,0,14,xgb,0.9355716633882138,0.9376783164021448,"{""model"": ""xgb"", ""xgb_colsample_bytree"": 0.8270780977390592, ""xgb_learning_rate"": 0.04045300384486215, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 450, ""xgb_reg_lambda"": 0.0019246324217607198, ""xgb_subsample"": 0.7021498016008483}",magic_10seed\trials\magic__S3__tpe__seed0__trials.csv,2000,random+tpe
magic,S4,tpe,8,93,xgb,0.9358556762145996,0.9365449597154483,"{""model"": ""xgb"", ""xgb_colsample_bytree"": 0.7684114053891078, ""xgb_learning_rate"": 0.0549541544440863, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500, ""xgb_reg_lambda"": 0.141920299497579, ""xgb_subsample"": 0.7395676076602277}",magic_10seed\trials\magic__S4__tpe__seed8__trials.csv,2000,random+tpe
spambase,S3,tpe,5,93,xgb,0.984630066141289,0.9884353502737611,"{""model"": ""xgb"", ""xgb_colsample_bytree"": 0.6080188005946354, ""xgb_learning_rate"": 0.14419541239409372, ""xgb_max_depth"": 8, ""xgb_n_estimators"": 100, ""xgb_reg_lambda"": 0.005494483886595043, ""xgb_subsample"": 0.8548495608920587}",spambase_10seed\trials\spambase__S3__tpe__seed5__trials.csv,2000,random+tpe
spambase,S4,tpe,6,89,xgb,0.9842518646214468,0.9882510880247087,"{""model"": ""xgb"", ""xgb_colsample_bytree"": 0.5269176924073273, ""xgb_learning_rate"": 0.08599826918596819, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 250, ""xgb_reg_lambda"": 0.004497048122079213, ""xgb_subsample"": 0.8883670306544001}",spambase_10seed\trials\spambase__S4__tpe__seed6__trials.csv,2000,random+tpe
