dataset,reference_pool,S3_ref_val_auc,S3_ref_test_auc,S3_ref_model,S3_n_trials,S4_ref_val_auc,S4_ref_test_auc,S4_ref_model,S4_n_trials,opportunity_gain_val,reference_test_difference
adult,random+tpe,0.9182095136104778,0.9142211178908841,xgb,2000,0.9182327450957516,0.9148480097985697,xgb,2000,2.3231485273833563e-05,0.0006268919076856116
credit,random+tpe,0.7991534391534392,0.7775661375661377,rf,2000,0.7974603174603174,0.7779894179894179,rf,2000,-0.0016931216931217463,0.00042328042328021453
magic,random+tpe,0.9355716633882138,0.9376783164021448,xgb,2000,0.9358556762145996,0.9365449597154483,xgb,2000,0.0002840128263857933,-0.0011333566866965628
spambase,random+tpe,0.984630066141289,0.9884353502737611,xgb,2000,0.9842518646214468,0.9882510880247087,xgb,2000,-0.00037820151984224726,-0.0001842622490523249
